"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","D-2","PA14","PAO1","SF416"
"PA14_48910","","","1","1","1","1","3391","3","37","","1283","1283","1283","","PA14_48910","",""
"PA14_48930","","","1","1","1","1","3389","3","32","","1286","1286","1286","","PA14_48930","",""
"group_1556","coaB","","1","1","1","1","3388","3","42","","248","248","248","","PA14_48940","",""
"xisF5","","","1","1","1","1","3147","3","6","","215","215","215","","PA14_49010","",""
"pf5r","","","1","1","1","1","3146","3","5","","266","266","266","","PA14_49020","",""
"PA14_49030","","","1","1","1","1","3145","3","4","","1031","1031","1031","","PA14_49030","",""
"PA14_49480","","","1","1","1","1","2455","314","1","","1787","1787","1787","","PA14_49480","",""
"pyoS3I","","","1","1","1","1","2338","267","1","","461","461","461","","PA14_49510","",""
"PA14_49530","","","1","1","1","1","2340","267","3","","368","368","368","","PA14_49530","",""
"PA14_49540","","","1","1","1","1","2341","267","4","","779","779","779","","PA14_49540","",""
"PA14_50930","","","1","1","1","1","844","338","1","","560","560","560","","PA14_50930","",""
"spcU","","","1","1","1","1","927","1","100","","413","413","413","","PA14_51520","",""
"exoU","","","1","1","1","1","685","1","101","","2063","2063","2063","","PA14_51530","",""
"PA14_51540","","","1","1","1","1","686","1","102","","569","569","569","","PA14_51540","",""
"PA14_51560","","","1","1","1","1","688","1","104","","449","449","449","","PA14_51560","",""
"PA14_51580","","","1","1","1","1","690","1","106","","203","203","203","","PA14_51580","",""
"PA14_51590","","","1","1","1","1","691","1","107","","317","317","317","","PA14_51590","",""
"PA14_51660","","","1","1","1","1","694","1","122","","72","72","72","","PA14_51660","",""
"PA14_60150","","","1","1","1","1","3574","1","5","","72","72","72","","PA14_60150","",""
"PA14_52480","","","1","1","1","1","719","290","1","","485","485","485","","PA14_52480","",""
"PA14_53570","","","1","1","1","1","3183","254","2","","776","776","776","","PA14_53570","",""
"PA14_53580","","","1","1","1","1","3182","254","3","","602","602","602","","PA14_53580","",""
"PA14_53590","","","1","1","1","1","3181","254","4","","1271","1271","1271","","PA14_53590","",""
"PA14_53600","","","1","1","1","1","3180","254","5","","608","608","608","","PA14_53600","",""
"PA14_53610","","","1","1","1","1","3179","254","6","","605","605","605","","PA14_53610","",""
"PA14_54050","","","1","1","1","1","3294","85","2","","665","665","665","","PA14_54050","",""
"PA14_54740","","","1","1","1","1","3349","277","2","","449","449","449","","PA14_54740","",""
"PA14_54750","","","1","1","1","1","3348","277","1","","167","167","167","","PA14_54750","",""
"PA14_54850","","","1","1","1","1","3174","3","81","","221","221","221","","PA14_54850","",""
"PA14_54860","","","1","1","1","1","3173","3","82","","608","608","608","","PA14_54860","",""
"PA14_54870","","","1","1","1","1","3172","3","80","","908","908","908","","PA14_54870","",""
"PA14_54880","","","1","1","1","1","3171","3","79","","878","878","878","","PA14_54880","",""
"PA14_54890","","","1","1","1","1","3170","3","78","","1904","1904","1904","","PA14_54890","",""
"PA14_54900","","","1","1","1","1","3169","3","77","","1154","1154","1154","","PA14_54900","",""
"PA14_54910","","","1","1","1","1","3168","3","76","","815","815","815","","PA14_54910","",""
"PA14_54920","","","1","1","1","1","3167","3","75","","4463","4463","4463","","PA14_54920","",""
"PA14_54930","","","1","1","1","1","3166","3","74","","3341","3341","3341","","PA14_54930","",""
"PA14_54940","","","1","1","1","1","3165","3","73","","2984","2984","2984","","PA14_54940","",""
"PA14_54950","","","1","1","1","1","3164","3","72","","1346","1346","1346","","PA14_54950","",""
"PA14_54960","","","1","1","1","1","3163","3","71","","968","968","968","","PA14_54960","",""
"PA14_54970","","","1","1","1","1","3162","3","70","","1757","1757","1757","","PA14_54970","",""
"ybtQ","","","1","1","1","1","3161","3","69","","1754","1754","1754","","PA14_54980","",""
"PA14_55000","","","1","1","1","1","3361","3","68","","950","950","950","","PA14_55000","",""
"PA14_55020","","","1","1","1","1","3362","3","67","","1022","1022","1022","","PA14_55020","",""
"PA14_55030","","","1","1","1","1","3363","3","66","","1064","1064","1064","","PA14_55030","",""
"PA14_55040","","","1","1","1","1","3364","3","65","","857","857","857","","PA14_55040","",""
"PA14_55050","","","1","1","1","1","3365","3","64","","2054","2054","2054","","PA14_55050","",""
"PA14_55060","","","1","1","1","1","3366","3","63","","842","842","842","","PA14_55060","",""
"PA14_55080","","","1","1","1","1","3368","3","61","","1205","1205","1205","","PA14_55080","",""
"PA14_55090","","","1","1","1","1","3369","3","60","","398","398","398","","PA14_55090","",""
"PA14_58720","","","1","1","1","1","1340","22","13","","707","707","707","","PA14_58720","",""
"group_1625","pilA","","1","1","1","1","1339","22","12","","539","539","539","","PA14_58730","",""
"PA14_58740","","","1","1","1","1","1338","22","11","","110","110","110","","PA14_58740","",""
"group_1627","pilB","","1","1","1","1","1337","22","10","","1703","1703","1703","","PA14_58750","",""
"pilC","","","1","1","1","1","1336","22","9","","1121","1121","1121","","PA14_58760","",""
"PA14_58920","","","1","1","1","1","899","1","139","","680","680","680","","PA14_58920","",""
"PA14_58930","","","1","1","1","1","898","1","143","","497","497","497","","PA14_58930","",""
"PA14_58940","","","1","1","1","1","897","1","144","","149","149","149","","PA14_58940","",""
"PA14_58950","","","1","1","1","1","896","1","145","","686","686","686","","PA14_58950","",""
"PA14_58980","","","1","1","1","1","920","1","148","","224","224","224","","PA14_58980","",""
"PA14_58990","","","1","1","1","1","919","1","149","","1346","1346","1346","","PA14_58990","",""
"PA14_59010","","","1","1","1","1","913","1","154","","257","257","257","","PA14_59010","",""
"PA14_59020","","","1","1","1","1","912","1","155","","494","494","494","","PA14_59020","",""
"NdpA2","","","1","1","1","1","905","1","157","","1016","1016","1016","","PA14_59050","",""
"PA14_59070","","","1","1","1","1","908","1","159","","1739","1739","1739","","PA14_59070","",""
"PA14_59090","","","1","1","1","1","907","1","160","","767","767","767","","PA14_59090","",""
"PA14_59100","","","1","1","1","1","906","1","161","","1325","1325","1325","","PA14_59100","",""
"PA14_59110","","","1","1","1","1","614","1","162","","275","275","275","","PA14_59110","",""
"PA14_59120","","","1","1","1","1","615","1","163","","239","239","239","","PA14_59120","",""
"PA14_59170","","","1","1","1","1","620","1","173","","233","233","233","","PA14_59170","",""
"PA14_59190","","","1","1","1","1","626","1","176","","470","470","470","","PA14_59190","",""
"PA14_59200","","","1","1","1","1","627","1","177","","1889","1889","1889","","PA14_59200","",""
"PA14_59210","","","1","1","1","1","628","1","178","","1973","1973","1973","","PA14_59210","",""
"pilL2","","","1","1","1","1","682","1","182","","1124","1124","1124","","PA14_59240","",""
"pilN2","","","1","1","1","1","681","1","183","","1637","1637","1637","","PA14_59250","",""
"pilO2","","","1","1","1","1","680","1","184","","1325","1325","1325","","PA14_59270","",""
"pilP2","","","1","1","1","1","679","1","185","","533","533","533","","PA14_59280","",""
"pilQ2","","","1","1","1","1","678","1","186","","1580","1580","1580","","PA14_59290","",""
"pilR2","","","1","1","1","1","677","1","187","","1079","1079","1079","","PA14_59310","",""
"pilS2","","","1","1","1","1","676","1","188","","530","530","530","","PA14_59320","",""
"pilT2","","","1","1","1","1","675","1","189","","941","941","941","","PA14_59340","",""
"pilV2","","","1","1","1","1","674","1","190","","1328","1328","1328","","PA14_59350","",""
"pilM2","","","1","1","1","1","673","1","191","","437","437","437","","PA14_59360","",""
"PA14_59370","","","1","1","1","1","672","1","192","","644","644","644","","PA14_59370","",""
"PA14_59380","","","1","1","1","1","671","1","193","","566","566","566","","PA14_59380","",""
"PA14_59390","","","1","1","1","1","670","1","194","","134","134","134","","PA14_59390","",""
"PA14_59400","","","1","1","1","1","669","1","195","","539","539","539","","PA14_59400","",""
"PA14_59410","","","1","1","1","1","668","1","196","","266","266","266","","PA14_59410","",""
"PA14_59430","","","1","1","1","1","667","1","197","","236","236","236","","PA14_59430","",""
"PA14_59440","","","1","1","1","1","666","1","198","","707","707","707","","PA14_59440","",""
"PA14_59470","","","1","1","1","1","665","1","199","","350","350","350","","PA14_59470","",""
"PA14_59480","","","1","1","1","1","664","1","200","","635","635","635","","PA14_59480","",""
"PA14_59490","","","1","1","1","1","663","1","201","","275","275","275","","PA14_59490","",""
"PA14_59500","","","1","1","1","1","662","1","202","","362","362","362","","PA14_59500","",""
"PA14_59510","","","1","1","1","1","661","1","203","","254","254","254","","PA14_59510","",""
"PA14_59520","","","1","1","1","1","660","1","204","","605","605","605","","PA14_59520","",""
"PA14_59530","","","1","1","1","1","659","1","65","","1451","1451","1451","","PA14_59530","",""
"PA14_59540","","","1","1","1","1","658","1","64","","2249","2249","2249","","PA14_59540","",""
"PA14_59550","","","1","1","1","1","657","1","63","","1226","1226","1226","","PA14_59550","",""
"PA14_59560","","","1","1","1","1","656","1","62","","266","266","266","","PA14_59560","",""
"PA14_59570","","","1","1","1","1","655","1","61","","335","335","335","","PA14_59570","",""
"PA14_59590","","","1","1","1","1","653","1","59","","359","359","359","","PA14_59590","",""
"PA14_59600","","","1","1","1","1","652","1","58","","245","245","245","","PA14_59600","",""
"PA14_59610","","","1","1","1","1","651","1","57","","674","674","674","","PA14_59610","",""
"PA14_59620","","","1","1","1","1","650","1","56","","665","665","665","","PA14_59620","",""
"PA14_59630","","","1","1","1","1","649","1","55","","1031","1031","1031","","PA14_59630","",""
"PA14_59640","","","1","1","1","1","648","1","54","","689","689","689","","PA14_59640","",""
"PA14_59650","","","1","1","1","1","647","1","53","","755","755","755","","PA14_59650","",""
"PA14_59660","","","1","1","1","1","646","1","52","","581","581","581","","PA14_59660","",""
"PA14_59670","","","1","1","1","1","645","1","51","","500","500","500","","PA14_59670","",""
"PA14_59680","","","1","1","1","1","644","1","50","","257","257","257","","PA14_59680","",""
"PA14_59690","","","1","1","1","1","643","1","49","","2234","2234","2234","","PA14_59690","",""
"cupD1","","","1","1","1","1","641","1","47","","548","548","548","","PA14_59710","",""
"cupD2","","","1","1","1","1","640","1","46","","746","746","746","","PA14_59720","",""
"cupD4","","","1","1","1","1","639","1","45","","1346","1346","1346","","PA14_59750","",""
"cupD5","","","1","1","1","1","638","1","44","","716","716","716","","PA14_59760","",""
"rcsB","","","1","1","1","1","637","1","43","","695","695","695","","PA14_59770","",""
"rcsC","","","1","1","1","1","636","1","42","","3254","3254","3254","","PA14_59780","",""
"pvrR","","","1","1","1","1","635","1","41","","1199","1199","1199","","PA14_59790","",""
"pvrS","","","1","1","1","1","634","1","40","","2795","2795","2795","","PA14_59800","",""
"PA14_59830","","","1","1","1","1","632","1","38","","1481","1481","1481","","PA14_59830","",""
"PA14_59840","","","1","1","1","1","631","1","37","","1109","1109","1109","","PA14_59840","",""
"PA14_59845","","","1","1","1","1","630","1","36","","311","311","311","","PA14_59845","",""
"PA14_59850","","","1","1","1","1","629","1","35","","305","305","305","","PA14_59850","",""
"PA14_59860","","","1","1","1","1","3545","1","34","","359","359","359","","PA14_59860","",""
"PA14_59870","","","1","1","1","1","3546","1","33","","239","239","239","","PA14_59870","",""
"PA14_59880","","","1","1","1","1","3547","1","32","","356","356","356","","PA14_59880","",""
"PA14_59890","","","1","1","1","1","3548","1","31","","386","386","386","","PA14_59890","",""
"PA14_59900","","","1","1","1","1","3549","1","30","","659","659","659","","PA14_59900","",""
"PA14_59910","","","1","1","1","1","3550","1","29","","884","884","884","","PA14_59910","",""
"PA14_59920","","","1","1","1","1","3551","1","28","","1505","1505","1505","","PA14_59920","",""
"PA14_59930","","","1","1","1","1","3552","1","27","","443","443","443","","PA14_59930","",""
"PA14_59940","","","1","1","1","1","3553","1","26","","2942","2942","2942","","PA14_59940","",""
"PA14_59950","","","1","1","1","1","3554","1","25","","284","284","284","","PA14_59950","",""
"dsbA2","","","1","1","1","1","3555","1","24","","659","659","659","","PA14_59960","",""
"PA14_59980","","","1","1","1","1","3557","1","22","","431","431","431","","PA14_59980","",""
"PA14_59990","","","1","1","1","1","3558","1","21","","938","938","938","","PA14_59990","",""
"PA14_60000","","","1","1","1","1","3559","1","20","","1382","1382","1382","","PA14_60000","",""
"PA14_60010","","","1","1","1","1","3560","1","19","","341","341","341","","PA14_60010","",""
"PA14_60020","","","1","1","1","1","3561","1","18","","1511","1511","1511","","PA14_60020","",""
"PA14_60030","","","1","1","1","1","3562","1","17","","344","344","344","","PA14_60030","",""
"PA14_60040","","","1","1","1","1","3563","1","16","","272","272","272","","PA14_60040","",""
"PA14_60050","","","1","1","1","1","3564","1","15","","350","350","350","","PA14_60050","",""
"PA14_60060","","","1","1","1","1","3565","1","14","","302","302","302","","PA14_60060","",""
"PA14_60070","","","1","1","1","1","3566","1","13","","2423","2423","2423","","PA14_60070","",""
"PA14_60080","","","1","1","1","1","3567","1","12","","1931","1931","1931","","PA14_60080","",""
"PA14_60090","","","1","1","1","1","3568","1","11","","515","515","515","","PA14_60090","",""
"group_1721","dtd","","1","1","1","1","3569","1","10","","539","539","539","","PA14_60100","",""
"PA14_60110","","","1","1","1","1","3570","1","9","","710","710","710","","PA14_60110","",""
"dcd2","","","1","1","1","1","3571","1","8","","533","533","533","","PA14_60120","",""
"fimU","","","1","1","1","1","3534","264","1","","488","488","488","","PA14_60280","",""
"group_1725","pilW","","1","1","1","1","3533","264","2","","827","827","827","","PA14_60290","",""
"group_1726","pilX","","1","1","1","1","3532","264","3","","599","599","599","","PA14_60300","",""
"group_1727","pilY1","","1","1","1","1","3521","264","4","","3476","3476","3476","","PA14_60310","",""
"group_1728","pilE","","1","1","1","1","3522","264","5","","425","425","425","","PA14_60320","",""
"PA14_63130","","","1","1","1","1","2217","322","1","","860","860","860","","PA14_63130","",""
"PA14_63420","","","1","1","1","1","1349","312","1","","116","116","116","","PA14_63420","",""
"PA14_63440","","","1","1","1","1","2191","20","1","","380","380","380","","PA14_63440","",""
"PA14_63450","","","1","1","1","1","2190","20","2","","335","335","335","","PA14_63450","",""
"PA14_64260","","","1","1","1","1","1353","300","1","","92","92","92","","PA14_64260","",""
"PA14_64430","","","1","1","1","1","2111","291","1","","695","695","695","","PA14_64430","",""
